filename,name,year,text,match_string,page,start,end,class,
Mondi_Annual_Report_2019.pdf,,2019,"Mondi s UK annual average employee number in 2019 was 261, c1% of our global workforce. The overwhelming majority of our UK workforce are production workers. A significant proportion of the CEO s pay is delivered in LTI awards, which are linked to Mondi performance and share price movement. Mondi has chosen to use Option A under the regulations, where the total annual pay for all UK colleagues is calculated to identify those at median, 25th and 75th percentile. This calculation methodology was selected as the data was felt to be the most accurate way of identifying the percentiles. The lower quartile, median and upper quartile employees were calculated based on full-time equivalent base data as at 31 December 2019.",average employee,140,4,6,1,
Network_Rail_Annual_Report_2019.pdf,,2019,The monthly average number of employees (including executive directors) was:,average number of employees,158,2,6,1,
Network_Rail_Annual_Report_2019.pdf,,2019,"People across Wales and Borders rely on the railway network to connect them to places and goods, driving economic growth. We run the safest major railway in Europe, committed to getting our passengers and our employees home safe every day. Almost 50 per cent more passenger journeys are made to, from and within Wales than a decade ago. We employ over 6,000 people directly or indirectly and spend tens of millions of pounds with local suppliers every year.","employ over 6,000 people",50,65,69,1,
Network_Rail_Annual_Report_2019.pdf,,2019,"We own and operate Britain s railways, a critical part of the nation s infrastructure. And we are here first and foremost to serve our passengers and freight users. Our rail network covers the length and breadth of the country providing a service for passengers and freight that not only supports people s everyday lives but drives economic growth. We are one of Britain s biggest employers with 40,000 staff across England, Scotland and Wales. We employ hundreds of graduates and apprentices every year, support nearly 120,000 jobs in the supply chain, and we are leading the way to improve diversity and inclusion in the rail industry.","with 40,000 staff",12,71,74,1,
Network_Rail_Annual_Report_2019.pdf,,2019,"Average headcount for the year was 40,268. This is an increase from 2017/18, when the headcount average for the year totalled 39,370. This was due to recruitment in the last year in the routes to fill maintenance vacancies and reduce overtime costs, to respond faster to incidents and to support new electrification assets, offsetting a reduction in infrastructure project teams as the CP5 Railway Upgrade Plan enters its final phases and positions the business well for CP6.",Average headcount,21,0,2,1,
Network_Rail_Annual_Report_2019.pdf,,2019,"I took this job because I m determined to put passengers and freight users first. As a result, this past year has not just been about completing of some of the biggest upgrades ever delivered but about the beginning of a new chapter. One in which we re-focus our efforts on providing a brilliant service to the 4.8 million people that travel by rail every day, and the many businesses that rely on rail freight. We are not an engineering business, we are a service organisation and, over the coming years, we will put passengers and freight users back at the heart of the railway.",the 4.8 million people,10,61,65,0,
Network_Rail_Annual_Report_2019.pdf,,2019,"Network Rail listened to a wide variety of stakeholders to help us understand what the company does well, but also where it needs to improve. As part of that process, Network Rail engaged with more than 300 colleagues (at all levels, across the country, whether frontline or office based), as well as external partners and organisations. The outcomes of this are being used to inform our putting passengers first work.",with more than 300 colleagues,93,36,41,0,
Network_Rail_Annual_Report_2019.pdf,,2019,"Staff costs increased by 142m largely because of an increase in pension costs ( 14m), an increase in the average number of employees in the year ( 55m), and average pay increases of two per cent.",average number of employees,21,24,28,0,
Network_Rail_Annual_Report_2019.pdf,,2019,"Total employee remuneration 2,561m 2,419m 5.9%",Total employee,126,0,2,0,
Network_Rail_Annual_Report_2019.pdf,,2019,"Under the regulations, companies are required to illustrate the relative importance of spend on pay by disclosing the total employee remuneration and returns to shareholders (i.e. dividends and share buybacks) in the reporting year and the prior year. Network Rail is a not-for-dividend company and therefore cannot provide data on returns to shareholders. Therefore, in line with the principle of this disclosure, the table below includes other key Network Rail metrics to illustrate employee remuneration in the context of overall business activities.",total employee,126,19,21,0,
Pearson_Annual_Report_2019.pdf,,2019,"Average employee base salary, annual allowances and benefits have decreased due to a reduction in the number of employees in higher cost locations. The change in Chief Executive base salary is in line with the country budget increase for the UK in 2019 which other UK-based employees were also eligible to receive. Annual incentives for employees have not reduced as much as for the Chief Executive as the all employee AIP was partially funded. The Chief Executive did not receive a payout under the AIP in relation to 2019.",Average employee,96,0,2,0,
Pearson_Annual_Report_2019.pdf,,2019,Total aggregate emoluments for Executive and Non-Executive Directors were 3.825m in 2019. These emoluments are included within the total employee benefit expense in note 5 to the financial statements (p146),total employee,90,23,25,0,
Pearson_Annual_Report_2019.pdf,,2019,"The table below shows the ratio of Chief Executive to employee pay for 2019, using the single total figure remuneration as disclosed on p88 compared to the full-time equivalent total reward of employees whose pay is ranked at the 25th, 50th and 75th percentiles (as identified by the gender pay gap methodology) in the GB workforce.",total reward of employees,97,32,36,0,
Persimmon_Annual_Report_2019.pdf,,2019,"7 Employees Group The average monthly number of persons (including Executive Directors) employed by the Group during the year was 5,097 (2018: 4,809).",average monthly number of persons,142,4,9,1,
Persimmon_Annual_Report_2019.pdf,,2019,Company The average monthly number of persons (including Executive Directors) employed by the Company during the year was 232 (2018: 234).,average monthly number of persons,142,2,7,1,
Persimmon_Annual_Report_2019.pdf,,2019,"We employed 5,097 people on average during 2019. Our operations have supported almost 50,000* jobs on our sites and within our supply chain.","employed 5,097 people",23,1,4,1,
Persimmon_Annual_Report_2019.pdf,,2019,"The Group s average number of employees increased by 6% in 2019 to 5,097 (2018: 4,809).",average number of employees,43,3,7,1,
Persimmon_Annual_Report_2019.pdf,,2019,"Space4 employs approximately 140 people at its factory and has the capacity to be able to supply up to c.9,500 units per year, consisting of c.7,750 timber frames and c.1,750 room in the roof systems.",employs approximately 140 people,54,1,5,0,
Persimmon_Annual_Report_2019.pdf,,2019,"Our response We have c.750 colleagues (c.15% of our workforce) currently pursuing structured training courses. The Group currently has over 450 apprentices learning traditional craft skills such as bricklaying and joinery, and c.300 professional trainees in areas such as quantity surveying, planning and construction disciplines.",have c.750 colleagues,13,3,6,0,
Persimmon_Annual_Report_2019.pdf,,2019,"The Committee also spent time understanding the wider- workforce remuneration arrangements and how pay is structured at each level in the organisation. We reviewed, and made some structural changes to, pay for senior management and I met with the Employee Engagement Panel to explain our approach to remuneration and to receive feedback. The average number of employees expanded to 5,097 and we voluntarily adopted the payment criteria of the Living Wage Foundation. The median total pay of our employees is 33,409 per annum.",average number of employees,100,57,61,1,
Persimmon_Annual_Report_2019.pdf,,2019,"The Company adopted Option B from the applicable regulations to determine the CEO pay ratio. The latest available gender pay gap data (i.e. from April 2019) was used to identify the best equivalents for three Group employees whose hourly rates of pay were at the 25th, 50th and 75th percentiles of all Group employees. The Company adopted Option B because it was the most practical approach to total calculation of these ratios taking into account the availability of data, and because it means that the data used to calculate the Company s gender pay gap and CEO ratios is secured on a consistent basis. The full time equivalent total pay and benefits figures for the three employees at each percentile were determined with reference to the year ended 31 December 2019. No adjustments were made, other than approximate pro-rating to achieve full-time equivalent data where relevant and no components of pay have been omitted.",the three employees,118,123,126,0,
Phoenix_Group_Holdings_Annual_Report_2019.pdf,,2019,"Average number of persons employed 4,403 2,034",Average number of persons,169,0,4,1,
Polymetal_Annual_Report_2019.pdf,,2019,"The Group employs approximately 12,000 people, who work at its operations, on exploration and development projects and at the Group s corporate offices. We hire the most talented staff and focus on engagement, increasing diversity and equal opportunities for women, decreasing labour turnover and facilitating training and career development. We also work hard to provide a safe working environment, competitive wages and social packages, comfortable living conditions and career progression. The Group maintains constructive, transparent and attentive relationships to ensure the retention of its employees, avoid labour disputes and contribute to operational excellence. Our commitment to integrity and compliance is set out in the Group s Code of Conduct and through Group policies and standards, including Whistleblowing, Anti-Bribery and Corruption, Staff and Management Diversity and Human Rights, all of which are available on our website.","employs approximately 12,000 people",52,3,7,1,
Polymetal_Annual_Report_2019.pdf,,2019,"Average headcount 11,611 12,140 -4%",Average headcount,17,0,2,1,
Polymetal_Annual_Report_2019.pdf,,2019,"Supporting core values We employ almost 12,000 people in our offices, mines and processing facilities. Our people are often required to work in remote regions with extreme weather conditions that generally require fly-in, fly-out arrangements. Like the rest of our industry peer group, having a highly skilled workforce with a range of specialist skills is a prerequisite to achieving our long-term goals. Many of our senior managers graduated at top Russian and international universities. Talented people are both scarce and in demand; hence formulating an appropriate remuneration package is key to hiring, retention and motivation for Polymetal.","employ almost 12,000 people",61,4,8,1,
Polymetal_Annual_Report_2019.pdf,,2019,The weighted average number of employees during the year ended 31 December 2019 and year ended 31 December 2018 was:,average number of employees,94,2,6,1,
Polymetal_Annual_Report_2019.pdf,,2019,"The total cost of labour within cash operating costs in 2019 was $196 million, a 3% decrease over 2018, mainly stemming from decrease in average headcount following asset disposals, partially offset by production growth and annual salary increases (tracking domestic CPI inflation).",average headcount,36,28,30,0,
Polymetal_Annual_Report_2019.pdf,,2019,Total employee pay1 Return to shareholders2 Underlying net earnings3,Total employee,71,0,2,0,
Polymetal_Annual_Report_2019.pdf,,2019,Average employee +1% +8% N/A,Average employee,70,0,2,0,
Polymetal_Annual_Report_2019.pdf,,2019,<TABLE 168 CONTENTS(Wages and salaries Social security costs Share-based compensation Total employee costs Reconcilation: Less: employee costs capitalised Less: employee costs absorbed into unsold metal inventory balances Employee costs included in cost of sales) ENDTABLE>,Total employee,94,13,15,0,
Reckitt_Annual_Report_2019.pdf,,2019,"Staff Numbers The monthly average number of people employed by the Group, including Directors, during the year was:",average number of people,169,4,8,1,
Reckitt_Annual_Report_2019.pdf,,2019,KPI: Total number of people informed through health and hygiene messaging and campaigns since 2013.,Total number of people,20,2,6,0,
Reckitt_Annual_Report_2019.pdf,,2019,KPI: Total number of people informed through health and hygiene messaging and campaigns since 2013.,Total number of people,40,2,6,0,
Reckitt_Annual_Report_2019.pdf,,2019,"KPI: Total number of people who have reported positive change, or where a positive change has been observed and evidenced.",Total number of people,40,2,6,0,
Reckitt_Annual_Report_2019.pdf,,2019,"Diversity and inclusion RB has long recognised that increasing diversity is not just a moral but a business imperative. More diverse backgrounds bring differing perspectives. That creates a richer, more informed culture and better decision-making, which is good for business. As a global company, with over 42,000 people, we can draw on an international pool of talent and experience. This cultural diversity enriches our perspective and informs our approach.","with over 42,000 people",33,52,56,0,
Reckitt_Annual_Report_2019.pdf,,2019,"Our Annual Performance Plan is operated consistently across the organisation, and has more than 14,000 employees participating. As employees progress and are promoted their target bonus and maximum multiplier typically increases.","has more than 14,000 employees",132,13,18,0,
Reckitt_Annual_Report_2019.pdf,,2019,"Inclusion and diversity The Board and Committee fully recognise the importance of diversity, including gender and ethnicity, at Board level and senior management roles at RB. We do not have a written Board diversity policy but the Committee and the Board are committed to recruit members of the Board on the strict criteria of merit, skill, experience and cultural fit of any potential candidates, and to seek diversity of gender, social and ethnic backgrounds, cognitive and personal strengths. This commitment is demonstrated by the composition of the Board, which comprises five nationalities, and four women, two of whom are Committee Chairs. I am pleased to report that 36% of our Board members are women, which exceeds the original 25% target set by the Davies Report and we have achieved the 33% target by 2020, set out by Lord Davies, and subsequently outlined in the Hampton-Alexander Review. We also meet the requirements of the Parker Review published in October 2017, with at least one person from an ethnic minority on the Board.",with at least one person,104,182,187,0,
Reckitt_Annual_Report_2019.pdf,,2019,"Total employee expenditure 1,883 1,767 6.6%",Total employee,135,0,2,0,
Reckitt_Annual_Report_2019.pdf,,2019,"shareholder guidelines. For identifying the three employees at the lower quartile, median and upper quartile, the following methodology has been used:",the three employees,134,5,8,0,
Reckitt_Annual_Report_2019.pdf,,2019,"Total employee pay and benefits 33,224 45,795 75,561",Total employee,134,0,2,0,
Reckitt_Annual_Report_2019.pdf,,2019,"Total staff costs 1,882 1,767",Total staff,169,0,2,0,
Reckitt_Annual_Report_2019.pdf,,2019,"Relative importance of spend on pay The table below shows Shareholder distributions (i.e. dividends) and total employee pay expenditure for 2018 and 2019, along with the percentage change in both.",total employee,135,17,19,0,
RELX_Annual_Report_2019.pdf,,2019,"LexisNexis Legal & Professional is headquartered in New York and has further principal operations in Ohio, North Carolina and Toronto in North America, London and Paris in Europe, and cities in several other countries in Africa and Asia Pacific. It has 10,600 employees worldwide and serves customers in more than 150 countries.","has 10,600 employees",26,44,47,1,
RELX_Annual_Report_2019.pdf,,2019,"Elsevier is headquartered in Amsterdam, with further principal operations in Boston, New York, Philadelphia, St. Louis and Berkeley in North America, London, Oxford, Frankfurt, Munich, Madrid and Paris in Europe, Beijing, Chennai, Delhi, Singapore and Tokyo in Asia Pacific and Rio de Janeiro in South America. It has 8,100 employees and serves customers in over 180 countries.","has 8,100 employees",14,61,64,1,
RELX_Annual_Report_2019.pdf,,2019,"Risk & Business Analytics, headquartered in Alpharetta, Georgia, has principal operations in California, Florida, Illinois, New York and Ohio in North America as well as London and Paris in Europe and Beijing and Singapore in Asia Pacific. It has about 9,100 employees and serves customers in more than 170 countries.","has about 9,100 employees",20,45,49,1,
RELX_Annual_Report_2019.pdf,,2019,"RELX serves customers in more than 180 countries and has offices in about 40 countries. It employs over 33,000 people, of whom almost half are in North America.","employs over 33,000 people",9,17,21,1,
RELX_Annual_Report_2019.pdf,,2019,"Reed Exhibitions has its headquarters in London and has further principal offices in Paris, Vienna, D sseldorf, Moscow, Norwalk (Connecticut), Mexico City, S o Paulo, Abu Dhabi, Beijing, Shanghai, Tokyo, Singapore and Sydney. Reed Exhibitions has 4,600 employees worldwide and its portfolio of events serves 43 industry sectors.","has 4,600 employees",32,49,52,1,
RELX_Annual_Report_2019.pdf,,2019,"Standard package on recruitment* To offer remuneration in line with the policy table (including the limits), taking into account the principles set out above. Compensation for forfeited entitlements The Committee may make awards and payments on hiring an external candidate to compensate him or her for entitlements forfeited on leaving the previous employer. If such a decision is made, the Committee will attempt to reflect previous entitlements as closely as possible using a variety of tools, including cash and share based awards. Malus and claw-back provisions will apply where appropriate. If necessary to facilitate the grant of awards, the Committee may rely on the one person exemption from shareholder approval in the UK Listing Rules. Relocation allowances and expenses The type and size of relocation allowances and expenses will be determined by the specific circumstances of the new recruit.",the one person,96,116,119,0,
RELX_Annual_Report_2019.pdf,,2019,"(1) The average employee data has been determined based on a review of employees representing over 80% of the total employee population. The average salary increase in the UK, where the CEO is based, was 2.5%.",average employee,111,4,6,0,
RELX_Annual_Report_2019.pdf,,2019,"<TABLE 87 CONTENTS(Note Staff costs Wages and salaries Social security costs Pensions Share based remuneration Total staff costs Depreciation and amortisation Amortisation of acquired intangible assets Share of joint ventures amortisation of acquired intangible assets Amortisation of internally developed intangible assets Depreciation of property, plant and equipment Depreciation of right-of-use assets Total depreciation and amortisation Other expenses and income Cost of sales including pre-publication costs and inventory expenses Short-term and low value lease expenses Operating lease rentals income) ENDTABLE>",Total staff,140,16,18,0,
RELX_Annual_Report_2019.pdf,,2019,"Comparison of change in CEO pay with change in employee pay The table below shows the percentage change in remuneration (salary, benefits and annual cash incentive) from 2018 to 2019 for the CEO compared with the average employee.",average employee,111,39,41,0,
RELX_Annual_Report_2019.pdf,,2019,"Relative importance of spend on pay The following table sets out the total employee costs for all employees, as well as the amounts paid in dividends and share repurchases.",total employee,111,13,15,0,
Rio_Tinto_Annual_Report_2019.pdf,,2019,32 Average number of employees,Average number of employees,210,1,5,1,
Rio_Tinto_Annual_Report_2019.pdf,,2019,32 Average number of employees,Average number of employees,211,1,5,1,
Rio_Tinto_Annual_Report_2019.pdf,,2019,"As the company employs fewer than 250 employees in the UK, the analysis has been provided on a voluntary basis.",employs fewer than 250 employees,127,3,8,0,
Rio_Tinto_Annual_Report_2019.pdf,,2019,"We also strengthened the technical capability of our employees, including by expanding our Centres of Excellence (CoEs) from three to eight. Our CoEs pool the company s technical expertise in areas such as tailings, geotechnical engineering and process and underground mining safety, allowing our experts to collaborate more effectively while also providing our operations with an easy to access, ready resource. RioExcel, our programme for recognising and promoting our technical experts, also continued to progress, with 50 employees taking part in 2019.",with 50 employees,17,86,89,0,
Rio_Tinto_Annual_Report_2019.pdf,,2019,"target of 50%). For the total workforce population, gender balance improved from 17.7% to 18.4% (7,332 women and 32,628 men). As a Committee, we have reviewed and endorsed the gender diversity objectives for 2020 and we will monitor progress on the programmes and initiatives designed to achieve them. Further information with regard to the performance against the targets set for 2019 and on our 2020 objectives can be found on page 62.",total workforce,103,8,10,0,
Rolls-Rocye_Annual_Report_2019.pdf,,2019,"<TABLE 98 CONTENTS(Number Number United Kingdom Germany United States Spain Nordics Singapore Canada India Italy France Rest of world Monthly average number of employees Civil Aerospace Power Systems Defence ITP Aero Corporate 1 Core businesses Non-core businesses 2 Monthly average number of employees Wages, salaries and benefits Social security costs Share-based payments (note 23) Pensions and other post-retirement scheme benefits (note 21) Group employment costs 3) ENDTABLE>",average number of employees,147,21,25,0,
Rolls-Rocye_Annual_Report_2019.pdf,,2019,"In closing this year s report, I would like to pay tribute to the work of our global network of 29 University Technology Centres and seven Advanced Manufacturing Research Centres who play a vital role in the development of our core technology and science base. The 1,300 people, including 500 PHDs, in those institutions who work in partnership with our employees are a crucial part of the extended Rolls-Royce family and I thank them on behalf of the Board for the major contribution they make to building the future of Rolls-Royce.","The 1,300 people",115,47,50,0,
Rolls-Rocye_Annual_Report_2019.pdf,,2019,"Both Brad Singer and Ruth Cairnie stepped down from the Board in December 2019. Since Ruth s departure, this temporarily reduced the number of women on the Board to three. However, we have recently announced that Dame Angela Strank will join the Board from 1 May 2020. We currently have one person of colour on our Board.",have one person,79,54,57,0,
Rolls-Rocye_Annual_Report_2019.pdf,,2019,"We encourage speaking up in the event of a question or concern and provide a variety of channels through which to do so. For example, we now have 150 employees trained as local ethics advisors who can act as first point of call. During the year, we have focused on supporting our leadership population in how to listen to someone raising a concern and how to follow up.",have 150 employees,51,29,32,0,
Rolls-Rocye_Annual_Report_2019.pdf,,2019,"1 UK employees were chosen as a comparator group in order to avoid the impact of exchange rate movements over the year. UK employees including apprentices, graduates and interns, make up 45% of the total employee population. The increase in benefits in the year is due to implementation of a standardised career framework across our management population. The increase in bonus is due to a higher bonus level particularly in Civil Aerospace which accounts for a large proportion of the UK workforce.",total employee,103,38,40,0,
Schroeders_Annual_Report_2019.pdf,,2019,The monthly average number of employees of the Company and its subsidiary undertakings during the year was:,average number of employees,127,2,6,1,
Schroeders_Annual_Report_2019.pdf,,2019,"Case study: Breaking down the barriers to our industry The East London Business Alliance (ELBA) aims to build connections between business and local communities, bringing time, skills and resources of the private sector to address social mobility, regeneration, poverty and inequality in East London and beyond. In our 13 years of partnership, we have had almost 380 employees volunteer their time as mentors and have mentored over 600 students. Through mentoring, our people have helped to improve prospects for young people and inspire them to succeed, contributing to the programme s objectives of introducing young people to the world of work and raising aspirations.",had almost 380 employees,40,63,67,0,
Schroeders_Annual_Report_2019.pdf,,2019,"We currently have more than 50 employees across Shanghai and Beijing, which will increase through this year as we develop investment track records, expand our distribution reach and build infrastructure support. China is one of the most significant alpha opportunities for active managers globally and we have interest from clients across the world looking to increase their allocations to the Chinese market.",have more than 50 employees,10,2,7,0,
Schroeders_Annual_Report_2019.pdf,,2019,"Total workforce 42% females, 58% males",Total workforce,97,0,2,0,
Schroeders_Annual_Report_2019.pdf,,2019,"We continue to participate in the CDP Climate Change Questionnaire. We use conversion factors provided by DEFRA to calculate our CO2e emissions for all consumption apart from overseas electricity, for which we use the International Energy Agency s conversion factors as recommended by DEFRA. Our data has been verified and further information is disclosed in our CDP submission. Our total carbon output in 2019 has reduced by 2%, despite the increase in the size and scale of our business as we increased our AUM to 500.2 billion and grew our average headcount by 10%. For the last three years, we have used the internationally accepted GHG Protocol Corporate Standards for reporting.",average headcount,43,97,99,0,
Schroeders_Annual_Report_2019.pdf,,2019,Compensation cost Total cost of employee benefits.,Total cost of employee,199,2,6,0,
Schroeders_Annual_Report_2019.pdf,,2019,"Analysis of pay levels for comparable roles across Schroders shows that male and female employees are paid fairly for similar work. However, the lower representation of women at senior levels within the Group, which is an issue across the financial services sector, is reflected in the gender pay gaps shown below. This looks across the total workforce and sets out the gender pay gap for both hourly fixed pay and total variable pay, consisting of the annual bonus awarded in respect of 2019 plus any other incentive awards during the year.",total workforce,97,60,62,0,
Smiths_Groups_Annual_Report_2019.pdf,,2019,"The average number of persons employed, rounded to the nearest 50 employees, was:",average number of persons,163,1,5,1,
Smiths_Groups_Annual_Report_2019.pdf,,2019,"We have more than 22,000 employees in more than 50 countries. Individuals may not all behave in accordance with the Group s values and ethical standards. We operate in highly regulated markets requiring strict adherence to laws with risk areas including:","have more than 22,000 employees",71,1,6,1,
Smiths_Groups_Annual_Report_2019.pdf,,2019,"The table below shows shareholder distributions (i.e. dividends and share buybacks) and total employee pay expenditure for the financial years ended 31 July 2018 and 31 July 2019, and the percentage change.",total employee,121,14,16,0,
Spirax-Sarco_Annual_Report_2019.pdf,,2019,The average number of persons employed by the Group (including Directors) during the year was as follows:,average number of persons,169,1,5,1,
Spirax-Sarco_Annual_Report_2019.pdf,,2019,Employees The total number of employees of the Company at 31st December 2019 was 99 (2018: 85).,total number of employees,208,2,6,1,
Spirax-Sarco_Annual_Report_2019.pdf,,2019,"We have a diverse and dispersed employee group, with over 8,000 employees spread across 66 countries, three businesses, and multiple brands. We strive to ensure all voices are heard in the boardroom and we guard against misinterpretation of views. My aspiration is to reach out to employees on a regular basis and to aim for a cross section of views on how we are doing as a Board and what people think.","with over 8,000 employees",85,9,13,1,
Spirax-Sarco_Annual_Report_2019.pdf,,2019,<TABLE 70 CONTENTS(Change Total pay spend Group average headcount Adjusted profit before tax Dividends payable) ENDTABLE>,average headcount,121,8,10,0,
Spirax-Sarco_Annual_Report_2019.pdf,,2019,"1.11 Relative importance of spend on pay The table below demonstrates the relative importance of total pay spend relative to total employee numbers, profit before tax (selected as the best measure of efficiency) and dividends payable in respect of the year.",total employee,121,20,22,0,
SSE_Annual_Report_2019.pdf,,2019,8. Directors and employees continued 8.2 Employee numbers continued The average number of people employed by the Group (including Executive Directors) during the year was:,average number of people,185,11,15,1,
SSE_Annual_Report_2019.pdf,,2019,2.2 Employee numbers The average number of people employed by the Company (including Executive Directors) during the year was 3 (2018: 3).,average number of people,253,4,8,1,
SSE_Annual_Report_2019.pdf,,2019,"SSE directly employs around 20,000 people in the UK and Ireland.","employs around 20,000 people",25,2,6,1,
SSE_Annual_Report_2019.pdf,,2019,"Total employees Headcount 1 20,370 20,786",Total employees,34,0,2,1,
SSE_Annual_Report_2019.pdf,,2019,"Progress has been made towards addressing mental health issues, with around 550 colleagues trained as Mental Health First Aiders and 2,850 managers trained in mental health awareness and support, as at 31 March 2019.",with around 550 colleagues,117,10,14,0,
SSE_Annual_Report_2019.pdf,,2019,"Alignment of Directors Remuneration Policy with pay across the wider employee population For a number of years, the ratio of the CEO s pay using an average employee earnings figure derived from staffing costs has been voluntarily disclosed. For 2018/19, a pay ratio is again being disclosed voluntarily. The calculation methodology however, has been revised to meet the reporting requirements now clarified for annual reports effective for financial years commencing 1 January 2019. The methodology chosen is a hybrid approach combining Gender Pay Gap data with additional elements of pay which are important components of SSE employees pay including overtime, employer s contribution to pension and excluding salary sacrifice arrangements. The exclusion of such elements would not present the most appropriate and consistent comparison. The table below shows ratios at the 25th percentile, median and 75th percentile, and will be built on each year accompanied by narrative to explain any movements.",average employee,138,28,30,0,
SSE_Annual_Report_2019.pdf,,2019,"1 The Chief Executive s earnings are calculated on the same basis as the single total figure of remuneration table shown on page 128 . 2 Average employee earnings are based on staffing costs inclusive of the Retail business (in line with GPG reporting) calculated on the same basis as note 8.1 of the accounts, excluding social security costs.",Average employee,138,27,29,0,
Standard_Chartered_Annual_Report_2019.pdf,,2019,"The Board agreed to adopt an alternate approach to the workforce engagement methods set out in the UK Corporate Governance Code. The primary reason for taking a different approach was that as a global organisation with more than 84,000 employees across 59 diverse markets, it is vital that any Board engagement should gather unfiltered feedback which is representative of the whole workforce in order to be truly effective.","with more than 84,000 employees",84,36,41,1,
Standard_Chartered_Annual_Report_2019.pdf,,2019,"The Group has two employee bene t trusts that are administered by independent trustees and which hold ordinary shares to meet various obligations under the Group s share plans. As each executive director is within the class of bene ciary of these trusts, they are deemed, for the purposes of the Companies Act 2006, to have an interest in the trusts shares.",has two employee,129,2,5,0,
Vodafone_Annual_Report_2019.pdf,,2019,"This note shows the average number of people employed by the Group during the year, in which areas of our business our employees work and where they are based. It also shows total employment costs.",average number of people,173,4,8,1,
Vodafone_Annual_Report_2019.pdf,,2019,"Average number of employees 92,005 91,980 92,200",Average number of employees,44,0,4,1,
Vodafone_Annual_Report_2019.pdf,,2019,"We now have 21,000 employees in our shared service centres in India, Egypt, and Eastern Europe, and have centralised over 80% of our procurement activities.","have 21,000 employees",21,2,5,1,
Weir_Group_Annual_Report_2019.pdf,,2019,<TABLE 124 CONTENTS(Number The average monthly number of people employed by the Company and its subsidiaries is as follows: Minerals ESCO Oil & Gas Group companies) ENDTABLE>,average monthly number of people,161,5,10,1,
Weir_Group_Annual_Report_2019.pdf,,2019,"During 2019, the average number of people employed by the Company was 246 (2018: 183).",average number of people,208,4,8,1,
Weir_Group_Annual_Report_2019.pdf,,2019,EMPLOYMENT POLICY AND INVOLVEMENT The average number of employees in the Group during the period is given in note 4 to the Group financial statements on page 159.,average number of employees,128,5,9,0,
Weir_Group_Annual_Report_2019.pdf,,2019,"The first Meet the Board session was held in Fort Worth, Texas in June 2019 with 20 colleagues from across the USA taking part. This was led by Mary Jo Jacobi, our Non- Executive Director with Board responsibility for employee engagement and was also attended by our Chairman (Charles Berry), our Senior Independent Director (Rick Menell) and our Chief Executive Officer (Jon Stanton).",with 20 colleagues,87,18,21,0,
Weir_Group_Annual_Report_2019.pdf,,2019,"RELATIVE IMPORTANCE OF SPEND ON PAY The table below shows the change in total staff pay between 2019 and 2018, and dividends paid out in respect of 2019 and 2018.",total staff,120,13,15,0,
WPP_Annual_Report_2019.pdf,,2019,"<TABLE 2 CONTENTS(On a like-for-like basis, the average number of people in the Group, excluding associates, in 2019 was 106,508 compared to 106,555 in people, excluding associates, at 31 December) ENDTABLE>",average number of people,54,13,17,1,
WPP_Annual_Report_2019.pdf,,2019,"RELATIVE IMPORTANCE OF SPEND ON PAY The following table sets out the percentage change in total staff costs, headcount, dividends and share buybacks.",total staff,134,15,17,0,
